source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,district_cluster,is_synthetic,augmentation_copy
all,6450000.0,21.11857995998692,0.0,4.0,4.0,"москва, ул. 14-я парковая, 4",55.790863192740446,37.81562577359062,Первомайская,13.14456689376655,5.854939611546456,современный ремонт,кирпич полнотельный,2002.0,2.680107129179429,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9044827/,raw,1.1038570229570785,geo_recomputed,12.65851712588881,1.6550512506393247,0.17446118952109227,0.36574134073488573,0.24859719420038365,0.3897184770141772,308612.4401913876,1.0,23.418926487837734,1.0081019143474788,4,1,2
3k,15300000.0,58.79086469503121,3.0,1.0,9.0,"москва, ул. фёдора полетаева, 25 (12 км до центра)",55.709083014728726,37.79167583160464,Рязанский проспект,10.71335720151833,5.942866910594989,требует ремонта / частичный ремонт,панельные,1963.0,2.6800994910815565,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9573236/,raw,0.9636286091634405,geo_recomputed,11.87407343868773,2.6399159267885586,0.16386752386943643,0.30779187186558765,0.6476850068039945,0.4492421350369694,262435.67753001716,0.1111111111111111,62.84800963447918,1.011736724902202,4,1,2
all-izmailovo,15500000.0,45.38517836945325,2.0,3.0,5.0,"москва, ул. 9-я парковая, 54к1",55.8020971840252,37.79945148079627,Первомайская,10.204475760711828,5.69075580912995,косметический ремонт,кирпичные,1960.0,2.6428539228831593,не угловая,"пассажирский, грузовой",54к1,двор,unknown,нет,https://msk.etagi.com/realty/12541295/,raw,0.8214813136279717,geo_recomputed,12.76514039742739,2.650633735021331,0.05203969371695712,0.13178504574583183,0.17486893178088708,0.20172641283058593,345211.5812917595,0.6,65.65355639262935,0.970110808261721,4,1,2
all,16000000.0,45.20090249489153,2.0,9.0,9.0,"москва, ул. ташкентская, 18к1",55.702078563650076,37.8121345195961,Юго-Восточная,11.925768352023262,8.020879045540232,косметический ремонт,блочные,1972.0,2.6380229408333196,не угловая,"пассажирский, грузовой",18к1,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/11978493/,raw,0.960542487702145,geo_recomputed,13.335059832953245,1.0700311013251687,0.1875641542782396,0.18731865376277776,0.40831893059718405,0.543826220715782,355555.55555555556,1.0,53.95628390896551,0.9502519371086801,4,1,2
all,11000000.0,31.295125365291874,1.0,1.0,9.0,"москва, ул. академика скрябина, 26к3 (18 км до центра)",55.707304187745336,37.79030043142127,Рязанский проспект,12.81137121076622,5.978672126476474,косметический ремонт,панельные,1967.0,2.6400513157943166,не угловая,пассажирский,26к3,двор,наземный паркинг,есть,https://msk.etagi.com/realty/11979741/,raw,1.1470395774937312,geo_recomputed,12.494674843951973,2.5261814239109706,0.19818549308092628,0.09230617201673894,0.5935142917314736,0.3828986729104006,350318.47133757966,0.1111111111111111,59.35277483403305,1.0093286935644872,4,1,2
3k,14950000.0,56.90459078274264,3.0,3.0,9.0,"москва, ул. молостовых, 11к3",55.75650172177235,37.8326853299626,Новогиреево,15.618515770382569,7.0225715505873865,косметический ремонт,сборно-монолитный железобетонный каркас,1969.0,2.6426191263655525,не угловая,пассажирский,11к3,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12512499/,raw,1.3768141240361809,geo_recomputed,13.793256317560708,0.4728771263251017,0.2207722347508859,0.2093511664972109,0.3588453220215446,0.20131483476219386,260452.96167247387,0.3333333333333333,56.960869168746925,0.0,4,1,2
all,18000000.0,52.07162076440704,2.0,6.0,9.0,"москва, ул. молостовых, 8к1",55.763155350146015,37.82896749025703,Новогиреево,18.862403447533993,9.889351062160841,евроремонт,панельные,2002.0,2.6406802374661225,не угловая,unknown,8к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12582934/,raw,1.6011854252650914,geo_recomputed,13.282938178418727,0.8049767507262333,0.193606550186784,0.11940879430583387,0.2963854056320556,0.20798560254998888,346153.8461538461,0.6666666666666666,23.980630107363506,0.0,4,1,2
all-kuzminki,6000000.0,44.87928636956007,2.0,3.0,5.0,"москва, ул. волгоградский проспект, 147/5к1",55.704659669188864,37.78129396115953,Кузьминки,13.729549310169912,,косметический ремонт,панельные,1962.0,2.6791875361204727,не угловая,unknown,147/5к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12622249/,raw,1.0642059034804294,geo_recomputed,11.563473413790039,3.1138799978255607,0.33603240432948306,0.22857665344835526,0.33308176435104897,0.14557791311537163,134831.4606741573,0.6,64.15121286483405,1.0165352314478238,4,1,2
all-ivanovskoe,14700000.0,44.52277426196141,2.0,9.0,9.0,"москва, ул. молостовых, 14к1",55.753733161724554,37.831627984270995,Новогиреево,12.975307629659989,6.0723624626405694,косметический ремонт,блочные,1970.0,2.6362439182528647,не угловая,"пассажирский, грузовой",14к1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12621277/,raw,1.0827477912803338,geo_recomputed,13.993978685107654,0.6700207212303839,0.2736840499026598,0.15988356918619256,0.4842045014038041,0.1576021014800648,331081.08108108107,1.0,56.00383902152519,1.0471815032721097,4,1,2
all,18500000.0,57.40641101831852,3.0,4.0,9.0,"москва, ул. уссурийская, 1к2 (20 км до центра)",55.82523568344404,37.8086229975874,Щелковская,21.24469366614533,6.09313949019555,косметический ремонт,панельные,1970.0,2.635001869764894,не угловая,пассажирский,1к2,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12233708/,raw,1.940034599113492,geo_recomputed,14.98781278561361,1.132592367828081,0.42249609501607216,0.10479772347723362,0.792913950291343,0.2657847444895973,315699.65870307165,0.4444444444444444,55.96126272292161,0.0,4,1,2
3k,20000000.0,66.10148679386961,3.0,15.0,16.0,"москва, ул. ташкентская, 27к3",55.69820159453752,37.808690049857525,Юго-Восточная,17.468597724060373,,косметический ремонт,панельные,1979.0,2.644570677628713,не угловая,"пассажирский, грузовой",27к3,двор,unknown,нет,https://msk.etagi.com/realty/12582784/,raw,1.3899561156267726,geo_recomputed,13.048456156655554,1.2946907144226847,0.33889190106410094,0.10849448108802641,0.08195391335703979,0.2053741893623083,303951.36778115504,0.9375,47.16696332090087,0.0,4,1,2
all,15850000.0,42.322775438637024,1.0,3.0,14.0,"москва, ул. суздальская, 22к3",55.74343806440071,37.85495255573507,Новокосино,6.900895028483732,5.976552690495835,косметический ремонт,монолитные,1991.0,2.6406791835349144,не угловая,"пассажирский, грузовой",22к3,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12286057/,raw,0.6103057391001312,geo_recomputed,14.762277360037485,0.8216787169614334,0.16195931425321683,0.06503374820019465,0.42270772330715783,0.24246527710524665,377380.9523809524,0.2142857142857142,35.08502475831057,1.0930194159049884,4,1,2
all-perovo,5350000.0,11.895622958744793,0.0,1.0,5.0,"москва, ул. металлургов, 31/18 (11 км до центра)",55.76123572416365,37.79374125640006,Перово,14.119178781828037,4.072462707595106,unknown,железо-бетон,2002.0,2.9987141729038296,не угловая,unknown,31/18,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12503928/,raw,1.1424389717276675,geo_recomputed,11.329102068241133,2.9540586750914004,0.26537944078220854,0.20949655601212902,0.3545859132538169,0.12382972203585181,445833.3333333333,0.2,24.052004670169072,0.9472569223706586,4,1,2
all,10950000.0,33.34247897233872,1.0,3.0,9.0,"москва, ул. ферганский проезд, 12",55.69497773335513,37.81869133707417,Юго-Восточная,19.63660366974405,6.514649856930554,требует ремонта / частичный ремонт,монолитные,1968.0,2.6407693234064653,не угловая,"пассажирский, грузовой",12,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12188105/,raw,1.6903760549717635,geo_recomputed,14.390958205550753,0.6400248871653973,0.2620968753298647,0.2522973349925573,0.2070892330932275,0.49462637069250104,331818.1818181818,0.3333333333333333,57.97499455342754,0.0,4,1,2
4k,56950000.0,160.2175974192145,4.0,19.0,21.0,"москва, ул. новогиреевская, 5ак2 (10 км до центра)",55.76121768930664,37.79806270067266,Перово,17.65319439123302,19.919661031062233,без отделки,монолитные,2002.0,2.677913711479222,не угловая,"грузовой, пассажирский",5ак2,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/12161969/,raw,1.413576474154331,geo_recomputed,11.031084627304043,2.962852401322053,0.3119588378634399,0.4165801101630671,0.13469849802525785,0.23041265022928548,355937.5,0.9047619047619048,23.93764596504202,0.0,4,1,2
all,28700000.0,76.56246381498782,3.0,24.0,31.0,"москва, ул. константина федина, 13",55.806765682108114,37.804108836958555,Щелковская,5.893663243803727,11.634112341004164,косметический ремонт,монолитно-кирпичный,2020.0,2.699270866012725,не угловая,"пассажирский, грузовой",13,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11986192/,raw,0.4686487226286965,geo_recomputed,13.58867677115655,2.1983237713854287,0.13141750369721267,0.2559804788174048,0.54978158901647,0.21529187384517012,373697.9166666667,0.7741935483870968,6.16525610574844,1.0151269728964096,4,1,2
all,12300000.0,36.240520824225214,1.0,3.0,12.0,"москва, ул. 11-я парковая, 48к2 (13 км до центра)",55.807143258604285,37.80785132107549,Щелковская,8.335485914858609,8.928979083057866,косметический ремонт,блочные,1971.0,2.637928535705161,не угловая,пассажирский,48к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12096826/,raw,0.6647600668383389,geo_recomputed,13.119730497708622,1.9329754134409074,0.10172658655573992,0.06059202210471251,0.5169219054061341,0.32290269417201906,343575.41899441346,0.25,54.93937607136635,0.9977234497298283,4,1,2
3k,33000000.0,82.06080430377162,3.0,3.0,13.0,"москва, ул. перовская, 66к8",55.743510443782746,37.804768276779775,Новогиреево,8.716699642177229,8.986239743700558,косметический ремонт,панельные,2013.0,2.636888702205724,не угловая,"пассажирский, грузовой",66к8,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12634605/,raw,0.793434894374218,geo_recomputed,12.407030750395341,2.1049959140772097,0.17762942639509086,0.08233069961228612,0.6839924050014635,0.2538889256931597,400000.0,0.2307692307692307,13.221847486995332,1.0211074133817328,4,1,2
all,26700000.0,70.98016404662367,3.0,5.0,16.0,"москва, ул. новогиреевская, 5ак1 (10 км до центра)",55.7612650682938,37.793768036594464,Перово,15.85940493485657,9.941238152369634,без отделки,монолитные,2002.0,2.7953659113914675,не угловая,unknown,5ак1,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/11844478/,raw,1.295993764050227,geo_recomputed,11.38805375124675,3.1268840133574973,0.3745941677847187,0.3391267123230724,0.3184005829146597,0.22474557645537577,376056.338028169,0.3125,23.811324875845916,0.0,4,1,2
all-golyanovo,10500000.0,27.34559684771347,1.0,5.0,9.0,"москва, ул. черницынский проезд, 6к1",55.82159282545802,37.79182956137302,Щелковская,16.671997977235254,5.94131654706461,требует ремонта / частичный ремонт,кирпично-панельные,2002.0,2.676482784384609,не угловая,unknown,6к1,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12390813/,raw,1.3927521643967904,geo_recomputed,12.97394763883484,2.180766172655777,0.2001373907628468,0.08630333620482171,0.9024456773758751,0.4236323925049671,383211.6788321168,0.5555555555555556,24.258339592568266,0.0,4,1,2
