source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
all,10350000.0,22.9,0.0,10.0,15.0,"boxberry, улица эдварда грига, скандинавия, район коммунарка, москва, центральный федеральный округ, 117041, россия",55.55417,37.506684,Потапово,12.0,7.0,чистовая отделка,монолитные,2023.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10964747/,geo,1.0,geo_recomputed,23.06,4.36,0.28,0.09,0.09,0.84,451965.06550218345,0.6666666666666666,3.0,1,8
all,15500000.0,51.6,2.0,2.0,20.0,"wildberries, улица братьев гранат, жилой комплекс «прокшино», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.59427,37.44011,Прокшино,17.0,10.5,без стен,монолитные,2025.0,2.68,не угловая,unknown,8,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10966569/,geo,1.45,geo_recomputed,20.72,3.75,0.42,0.4,1.06,0.93,300387.5968992248,0.1,1.0,0,22
all,10500000.0,42.0,1.0,2.0,19.0,"ароматный мир, 7, улица лётчика ульянина, жк «солнцево-парк», район внуково, москва, центральный федеральный округ, 108850, россия",55.626055,37.311283,Пыхтино,10.0,12.17,евроремонт,кирпичные,2002.0,3.0,не угловая,unknown,7,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10544852/,geo,0.84,geo_recomputed,23.68,8.62,0.55,0.3,0.17,0.16,250000.0,0.1052631578947368,24.0,1,19
all,43500000.0,156.0,4.0,9.0,9.0,"26 к1, николо-хованская улица, жилой комплекс «испанские кварталы», район коммунарка, москва, центральный федеральный округ, 142770, россия",55.589717,37.457052,Прокшино,16.0,15.0,unknown,монолитные,2014.0,5.0,не угловая,"пассажирский, грузовой",26к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10546925/,geo,1.31,geo_recomputed,20.62,3.14,0.22,0.06,0.21,0.2,278846.1538461539,1.0,12.0,0,22
all,16800000.0,61.3,2.0,11.0,14.0,"сканди пицца, 23 к1, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.554389,37.513494,Потапово,17.0,13.2,без стен,железобетонные,2002.0,2.68,не угловая,unknown,23к1,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/10548212/,geo,1.43,geo_recomputed,22.91,4.17,0.14,0.37,0.45,0.97,274061.9902120718,0.7857142857142857,24.0,0,8
all,21100002.0,77.8,3.0,9.0,12.0,"ароматный мир, 40 к1, проспект куприна, квартал 195, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108814, россия",55.540272,37.453783,Новомосковская (Коммунарка),28.0,15.5,современный ремонт,газоблоки bca ytong,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10578236/,geo,2.36,geo_recomputed,25.66,7.2,0.92,0.08,1.59,0.7,271208.25192802056,0.75,24.0,0,8
all,15900000.0,53.1,2.0,2.0,15.0,"6, улица братьев гранат, жилой комплекс «прокшино», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.595242,37.439203,Прокшино,19.0,12.0,без отделки,монолитные,2002.0,2.68,не угловая,"пассажирский, пассажирский и грузовой",6,детская площадка,unknown,нет,https://msk.etagi.com/realty/10595035/,geo,1.56,geo_recomputed,20.66,3.74,0.54,0.52,1.15,1.04,299435.02824858757,0.1333333333333333,24.0,0,22
all,17800000.0,50.0,2.0,17.0,17.0,"24, красулинская улица, жк «саларьево парк», 28-й квартал, район коммунарка, москва, центральный федеральный округ, 108802, россия",55.606609,37.412604,Филатов луг,10.0,17.0,чистовая отделка,монолитно-заливные,2023.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10603283/,geo,0.83,geo_recomputed,20.59,4.44,0.14,0.13,1.17,1.84,356000.0,1.0,3.0,1,22
all,10350000.0,24.0,1.0,7.0,21.0,"ozon, проектируемый проезд № 7047, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.541143,37.475495,Потапово,19.0,7.4,ремонт от строителей,монолитно-кирпичный,2024.0,2.99,не угловая,unknown,1,двор,подземный паркинг,есть,https://msk.etagi.com/realty/10612295/,geo,1.6,geo_recomputed,25.06,6.47,0.38,0.44,0.37,0.95,431250.0,0.3333333333333333,2.0,0,8
all,12690000.0,35.5,1.0,6.0,12.0,"1в к3, квартал 160, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.551701,37.477579,Потапово,10.0,12.2,черновая отделка,монолитно-кирпичный,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10619496/,geo,0.85,geo_recomputed,23.92,5.35,0.63,0.6,0.84,1.06,357464.78873239434,0.5,0.0,1,8
all,26000000.0,71.5,2.0,4.0,4.0,"1 к2, улица шекспира, кп «бристоль», акатово, район внуково, москва, центральный федеральный округ, 119027, россия",55.610534,37.324407,Аэропорт Внуково,28.0,18.0,ремонт по дизайн-проекту,"кирпичные, монолитно-каркасные",2002.0,2.7,не угловая,unknown,1к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/10629816/,geo,2.31,geo_recomputed,24.11,8.82,1.53,0.77,1.23,0.52,363636.3636363637,1.0,24.0,0,19
all,29000000.0,58.8,3.0,5.0,15.0,"9, улица лобановский лес, жилой комплекс «прокшино», район коммунарка, москва, центральный федеральный округ, 108813, россия",55.594621,37.430013,Филатов луг,18.0,25.0,unknown,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10630601/,geo,1.52,geo_recomputed,21.03,4.26,0.17,0.35,1.68,1.49,493197.2789115647,0.3333333333333333,24.0,0,22
all,9500000.0,32.7,1.0,10.0,14.0,"винлаб, улица логинова, жилой комплекс «остафьево», снт «рязаново», район щербинка, москва, центральный федеральный округ, 108824, россия",55.496659,37.515407,Остафьево,10.0,10.6,современный ремонт,монолитные,2002.0,2.68,не угловая,unknown,5к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/8878800/,geo,0.8,geo_recomputed,29.1,10.05,0.14,0.24,1.67,1.04,290519.877675841,0.7142857142857143,24.0,1,8
all,9000000.0,20.3,0.0,6.0,16.0,"саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.618273,37.422467,Саларьево,6.0,5.4,без отделки,другое,2002.0,2.82,не угловая,"грузовой, пассажирский, пассажирский и грузовой",83к6,двор,подземный паркинг,есть,https://msk.etagi.com/realty/8971518/,geo,0.5,geo_recomputed,19.19,3.2,0.69,0.42,0.8,0.59,443349.7536945813,0.375,24.0,1,22
all,15200000.0,58.1,2.0,5.0,18.0,"школа №2094, шоп №7, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.612164,37.416763,Саларьево,15.0,20.0,предчистовая отделка,другое,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9040032/,geo,1.26,geo_recomputed,19.95,3.88,0.2,0.31,0.69,1.31,261617.90017211705,0.2777777777777778,24.0,1,22
