source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all-kuzminki,15394326.026117494,43.84341428123246,2.0,7.0,10.0,"Музей истории усадьбы Кузьминки, Тополёвая аллея, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.69021614200778,37.793388763541074,Волжская,29,9.701674581742544,косметический ремонт,панельные,1984.0,2.655849698165067,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,2.45,geo_recomputed,13.09,2.26,0.57,0.18,1.21,0.96,351120.60222707526,0.7,42.0,0,12,1,geo_cluster_interpolation,12
all-vyhino-zhulebino,19624534.42633941,43.98253406317989,1.0,8.0,25.0,"ЛИК ОКБ «Камов», Привольная улица, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109153, Россия",55.68918062822379,37.83347427589136,Жулебино,18,18.784711714923,unknown,монолитно-кирпичный,1995.0,2.6438329483643663,не угловая,"пассажирский, грузовой",,парковка,наземный паркинг,нет,synthetic,geo,1.49,geo_recomputed,15.34,0.21,0.86,0.78,1.14,0.97,446189.2622682727,0.32,31.0,0,12,1,geo_cluster_interpolation,12
1k,12628760.993019205,39.64473330767216,1.0,10.0,14.0,"Сбербанк, улица Хлобыстова, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109542, Россия",55.71450287328896,37.81731219551331,Выхино,2,7.919124837876497,косметический ремонт,панельные,1988.0,2.679471372783173,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.17,geo_recomputed,13.31,1.26,0.58,0.5,0.68,0.15,318548.2645326624,0.7142857142857143,38.0,1,12,1,geo_cluster_interpolation,12
all,15266729.749435842,38.251672625924655,2.0,2.0,7.0,"Лента, 1/26 к1, Есенинский бульвар, район Кузьминки, Москва, Центральный федеральный округ, 109378, Россия",55.70737529017435,37.78088899979155,Кузьминки,13,5.920325976993105,косметический ремонт,панельные,1986.0,2.6401150704319782,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,1.12,geo_recomputed,11.49,3.23,0.32,0.18,0.3,0.26,399112.7368137356,0.2857142857142857,40.0,1,12,1,geo_cluster_interpolation,12
2k,8155697.556187518,23.721957438881443,1.0,3.0,12.0,"Школа №1937, 28 к2, Самаркандский бульвар, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109507, Россия",55.69995540670008,37.81500893624504,Юго-Восточная,14,3.799858806390545,косметический ремонт,железобетонные,1969.0,2.6825972257393635,,unknown,,unknown,unknown,,synthetic,geo,1.16,geo_recomputed,13.77,0.96,0.03,0.28,0.3,0.57,343803.7344599537,0.25,57.0,1,12,1,geo_cluster_interpolation,12
all,15564318.713626618,44.851159972763504,2.0,7.0,11.0,"Музей русской усадебной культуры, Тополёвая аллея, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.68939446384598,37.7945118066636,Люблино,30,9.760085562796457,требует ремонта / частичный ремонт,блочные,1984.0,2.6545218755736726,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,2.5,geo_recomputed,13.2,2.19,0.68,0.23,1.14,1.08,347021.5424323087,0.6363636363636364,42.0,0,12,1,geo_cluster_interpolation,12
all,16942776.842833538,41.57381423253292,2.0,6.0,9.0,"улица Заречье, район Кузьминки, Москва, Центральный федеральный округ, 109472, Россия",55.69424822622155,37.7803091486736,Кузьминки,20,6.887442690620318,косметический ремонт,панельные,2002.0,2.6567336194252125,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,1.64,geo_recomputed,12.16,3.07,0.47,0.56,0.78,0.47,407534.8186256925,0.6666666666666666,24.0,0,12,1,geo_cluster_interpolation,12
all,17739017.653970018,47.24047440093791,2.0,7.0,11.0,"Школа №810, улица Юности, Кусково, район Вешняки, Москва, Центральный федеральный округ, 111395, Россия",55.72438971791546,37.80370444555248,Вешняки,5,6.052161709570105,требует ремонта / частичный ремонт,кирпичные,1986.0,2.587486435445165,,unknown,,unknown,unknown,,synthetic,geo,0.39,geo_recomputed,12.17,2.24,0.11,0.13,0.25,0.15,375504.646786905,0.6363636363636364,40.0,1,12,1,geo_cluster_interpolation,12
all,24211826.010430228,70.96353443168532,3.0,2.0,10.0,"Тополёвая аллея, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109472, Россия",55.6912839029211,37.79978982048028,Юго-Восточная,29,11.00788564398244,ремонт по дизайн-проекту,панельные,2004.0,2.682155249145089,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,2.44,geo_recomputed,13.38,1.85,0.46,0.6,0.82,0.79,341186.86737254186,0.2,22.0,0,12,1,geo_cluster_interpolation,12
all,13422726.243161907,45.327540608951125,1.0,5.0,20.0,"80 к1, Рязанский проспект (дублёр), Выхино, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109542, Россия",55.70909234590024,37.82452652759015,Юго-Восточная,4,9.933449195091749,евроремонт,монолитные,2009.0,2.664338001494849,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, парковка во дворе, подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.3,geo_recomputed,13.93,0.65,0.15,0.19,0.68,0.31,296127.38884207705,0.25,17.0,1,12,1,geo_cluster_interpolation,12
3k,14970697.092467874,55.47024237310874,3.0,1.0,9.0,"17 с2, улица Академика Скрябина, район Выхино-Жулебино, Москва, Центральный федеральный округ, 109378, Россия",55.70644067180107,37.79640084898696,Рязанский проспект,13,6.00406039434665,требует ремонта / частичный ремонт,панельные,1964.0,2.6742061958194605,,unknown,,unknown,unknown,,synthetic,geo,1.1,geo_recomputed,12.41,2.26,0.4,0.42,0.76,0.27,269886.9961982621,0.1111111111111111,62.0,1,12,1,geo_cluster_interpolation,12
studio,7616499.351125984,21.325816804977837,1.0,4.0,11.0,"1-я Новокузьминская улица, Рязанский район, Москва, Центральный федеральный округ, 109377, Россия",55.71327602239365,37.79489277268361,Рязанский проспект,4,12.7954900829867,косметический ремонт,панельные,1980.0,2.6987791328033137,не угловая,пассажирский,,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.35,geo_recomputed,12.03,2.57,0.17,0.26,0.28,0.17,357149.24407247803,0.3636363636363636,46.0,1,12,1,geo_cluster_interpolation,12
3k,27850695.359278336,68.26277665120479,2.0,13.0,20.0,"12 с3, улица Кирпичные Выемки, район Чертаново Южное, Москва, Центральный федеральный округ, 117405, Россия",55.583968925976784,37.60869847556855,Красный строитель,9,11.575099400539496,unknown,монолитные,1996.0,2.673970943507383,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг",нет,synthetic,geo,0.73,geo_recomputed,18.71,0.94,0.65,0.35,0.68,0.51,407992.4187904652,0.65,30.0,1,13,1,geo_cluster_interpolation,13
2k,22001353.487589844,60.38176720341888,2.0,3.0,21.0,"район Бирюлёво Восточное, Москва, Центральный федеральный округ, 115541, Россия",55.61490229994501,37.661240857959115,Царицыно,7,10.286747861924985,unknown,монолитные,2021.0,2.5936950922795368,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.61,geo_recomputed,15.53,4.54,0.69,0.68,0.56,0.34,364370.8110342306,0.1428571428571428,5.0,1,13,1,geo_cluster_interpolation,13
all,8114976.328535622,48.435245195687585,2.0,10.0,12.0,"Школа № 1245. Корпус школьного образования №2, Кировоградская улица, район Чертаново Южное, Москва, Центральный федеральный округ, 117534, Россия",55.599568842911424,37.59654459652966,Улица Академика Янгеля,5,7.867100767621532,косметический ремонт,панельные,1978.0,2.615691442452949,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.44,geo_recomputed,17.01,2.47,0.07,0.13,0.35,0.04,167542.7944206657,0.8333333333333334,48.0,1,13,1,geo_cluster_interpolation,13
all,20951248.11450826,66.2270193017212,2.0,4.0,20.0,"Школа № 924. Корпус дошкольного образования №7, 3-й Дорожный проезд, район Чертаново Южное, Москва, Центральный федеральный округ, 117535, Россия",55.59816230247657,37.614315914150694,Улица Академика Янгеля,10,16.039915927460388,без отделки,монолитные,1989.0,2.653080270919319,не угловая,"грузовой, пассажирский",,двор,наземный паркинг,нет,synthetic,geo,0.82,geo_recomputed,17.13,2.55,0.1,0.04,0.29,0.43,316354.9912922587,0.2,37.0,1,13,1,geo_cluster_interpolation,13
all,18740164.48351644,55.19828292331432,2.0,18.0,22.0,"Варшавское шоссе (дублёр), район Чертаново Южное, Москва, Центральный федеральный округ, 117519, Россия",55.606986466197974,37.60854702950365,Пражская,7,17.819146847819844,черновая отделка,монолитные,2024.0,2.6841697005312715,,unknown,,unknown,unknown,,synthetic,geo,0.59,geo_recomputed,16.15,3.49,0.58,0.26,0.1,0.35,339506.29423657455,0.8181818181818182,2.0,1,13,1,geo_cluster_interpolation,13
